Number of cells: 40000
tstop: 5 hours
Notes: started running the sim, failed on building recurrent connections.

----system---- ---load-avg--- -dsk/total- ------memory-usage-----
     time     | 1m   5m  15m | read  writ| used  free  buff  cach
29-08 02:43:31|   0    0    0|  82M 2248M| 321M  125G 19.9M 94.5M
29-08 02:43:36|0.08 0.02 0.01|  15M   25k| 384M  125G 23.3M  174M
29-08 02:43:41|0.15 0.03 0.01|7462k 1682k| 452M  125G 23.9M  210M
29-08 02:43:46|0.22 0.05 0.02|   0  5734B| 455M  125G 23.9M  210M
29-08 02:43:51|0.28 0.07 0.02|   0  4096B| 457M  125G 24.0M  210M
29-08 02:43:56|0.34 0.08 0.03|   0     0 | 460M  125G 24.0M  210M
29-08 02:44:01|0.39 0.10 0.03|   0    24k| 462M  125G 24.0M  210M
29-08 02:44:06|0.44 0.11 0.04|   0  3277B| 464M  125G 24.0M  210M
29-08 02:44:11|0.49 0.13 0.04|   0  2458B| 467M  125G 24.0M  210M
29-08 02:44:16|0.53 0.14 0.05|   0  5734B| 469M  125G 24.0M  210M
29-08 02:44:21|0.57 0.16 0.05|   0  3277B| 472M  125G 24.0M  210M
29-08 02:44:26|0.60 0.17 0.06|   0  2458B| 474M  125G 24.0M  210M
29-08 02:44:31|0.63 0.18 0.06|   0  5734B| 477M  125G 24.0M  210M
29-08 02:44:36|0.66 0.20 0.07|   0  3277B| 479M  125G 24.0M  210M
29-08 02:44:41|0.69 0.21 0.08|   0  2458B| 482M  125G 24.0M  210M
29-08 02:44:46|0.72 0.22 0.08|   0  5734B| 484M  125G 24.0M  210M
29-08 02:44:51|0.74 0.24 0.09|   0  3277B| 486M  125G 24.0M  210M
29-08 02:44:56|0.76 0.25 0.09|   0  2458B| 489M  125G 24.0M  210M
29-08 02:45:01|0.78 0.26 0.10|   0  5734B| 491M  125G 24.0M  210M
29-08 02:45:06|0.80 0.28 0.10|   0  3277B| 494M  125G 24.0M  210M
29-08 02:45:11|0.81 0.29 0.11|   0  2458B| 497M  125G 24.0M  210M
29-08 02:45:16|0.83 0.30 0.11|   0  5734B| 499M  125G 24.0M  210M
29-08 02:45:21|0.84 0.31 0.12|   0  3277B| 502M  125G 24.1M  210M
29-08 02:45:26|0.86 0.32 0.12|   0     0 | 504M  125G 24.1M  210M
29-08 02:45:31|0.87 0.34 0.13|   0  3277B| 507M  125G 24.1M  210M
29-08 02:45:36|0.88 0.35 0.13|   0  3277B| 509M  125G 24.1M  210M
29-08 02:45:41|0.89 0.36 0.14|   0     0 | 512M  125G 24.1M  210M
29-08 02:45:46|0.90 0.37 0.14|   0  3277B| 514M  125G 24.1M  210M
29-08 02:45:51|0.91 0.38 0.14|   0  4096B| 517M  125G 24.1M  210M
29-08 02:45:56|0.91 0.39 0.15|   0  1638B| 519M  125G 24.1M  210M
29-08 02:46:01|0.92 0.40 0.15|   0  3277B| 522M  125G 24.1M  210M
29-08 02:46:06|0.93 0.41 0.16|   0  3277B| 524M  125G 24.1M  210M
29-08 02:46:11|0.93 0.42 0.16|   0     0 | 526M  125G 24.1M  210M
29-08 02:46:16|0.94 0.43 0.17|   0  3277B| 529M  125G 24.1M  210M
29-08 02:46:21|0.94 0.44 0.17|   0  3277B| 532M  125G 24.1M  210M
29-08 02:46:26|0.95 0.45 0.18|   0   819B| 534M  125G 24.1M  210M
29-08 02:46:31|0.95 0.46 0.18|   0  5734B| 537M  125G 24.1M  210M
29-08 02:46:36|0.96 0.47 0.19|   0  3277B| 539M  125G 24.1M  210M
29-08 02:46:41|0.96 0.48 0.19|   0  3277B| 542M  125G 24.1M  210M
29-08 02:46:46|0.96 0.49 0.20|   0     0 | 544M  125G 24.1M  210M
29-08 02:46:51|0.97 0.50 0.20|   0  3277B| 547M  125G 24.1M  210M
29-08 02:46:56|0.97 0.50 0.21|   0  3277B| 549M  125G 24.2M  210M
29-08 02:47:01|0.97 0.51 0.21|   0  1638B| 552M  125G 24.2M  210M
29-08 02:47:06|0.97 0.52 0.21|   0  4096B| 554M  125G 24.2M  210M
29-08 02:47:11|0.98 0.53 0.22|   0  3277B| 556M  125G 24.2M  210M
29-08 02:47:16|0.98 0.54 0.22|   0     0 | 558M  125G 24.2M  210M
29-08 02:47:21|0.98 0.55 0.23|   0  3277B| 560M  125G 24.2M  210M
29-08 02:47:26|0.98 0.55 0.23|   0  3277B| 562M  125G 24.2M  210M
29-08 02:47:31|0.98 0.56 0.24|   0     0 | 564M  125G 24.2M  210M
29-08 02:47:36|0.99 0.57 0.24|   0  4915B| 566M  125G 24.2M  210M
29-08 02:47:41|0.99 0.58 0.25|   0  4915B| 569M  125G 24.2M  210M
29-08 02:47:46|0.99 0.58 0.25|   0  6554B| 569M  125G 24.2M  210M
29-08 02:47:51|0.99 0.59 0.25|   0    56k| 570M  125G 24.2M  210M
29-08 02:47:56|0.99 0.60 0.26|   0  8192B| 572M  125G 24.2M  210M
29-08 02:48:01|0.99 0.60 0.26|   0  3277B| 574M  125G 24.2M  210M
29-08 02:48:06|0.99 0.61 0.27|   0     0 | 576M  125G 24.2M  210M
29-08 02:48:11|0.99 0.62 0.27|   0  3277B| 578M  125G 24.2M  210M
29-08 02:48:16|0.99 0.62 0.28|   0  3277B| 581M  125G 24.2M  210M
29-08 02:48:21|1.00 0.63 0.28|   0     0 | 583M  125G 24.2M  210M
29-08 02:48:26|1.00 0.64 0.28|   0    10k| 586M  125G 24.2M  210M
29-08 02:48:31|1.00 0.64 0.29|   0  4096B| 588M  125G 24.3M  210M
29-08 02:48:36|1.00 0.65 0.29|   0  3277B| 590M  125G 24.3M  210M
29-08 02:48:41|1.00 0.66 0.30|   0     0 | 593M  125G 24.3M  210M
29-08 02:48:46|1.00 0.66 0.30|   0  3277B| 595M  125G 24.3M  210M
29-08 02:48:51|1.00 0.67 0.30|   0  3277B| 598M  125G 24.3M  210M
29-08 02:48:56|1.00 0.67 0.31|   0     0 | 600M  125G 24.3M  210M
29-08 02:49:01|1.00 0.68 0.31|   0  5734B| 603M  125G 24.3M  210M
29-08 02:49:06|1.00 0.68 0.32|   0  8192B| 605M  125G 24.3M  210M
29-08 02:49:11|1.00 0.69 0.32|   0  3277B| 608M  125G 24.3M  210M
29-08 02:49:16|1.00 0.69 0.32|   0     0 | 610M  125G 24.3M  210M
29-08 02:49:21|1.00 0.70 0.33|   0  3277B| 613M  125G 24.3M  210M
29-08 02:49:26|1.00 0.71 0.33|   0  3277B| 616M  125G 24.3M  210M
29-08 02:49:31|1.00 0.71 0.33|   0     0 | 618M  125G 24.3M  210M
29-08 02:49:36|1.00 0.72 0.34|   0  9011B| 621M  125G 24.3M  210M
29-08 02:49:41|1.00 0.72 0.34|   0  3277B| 623M  125G 24.3M  210M
29-08 02:49:46|1.00 0.73 0.35|   0     0 | 626M  125G 24.3M  210M
29-08 02:49:51|1.00 0.73 0.35|   0  3277B| 628M  125G 24.3M  210M
29-08 02:49:56|1.00 0.74 0.35|   0  3277B| 631M  125G 24.3M  210M
29-08 02:50:01|1.00 0.74 0.36|   0     0 | 633M  125G 24.3M  210M
29-08 02:50:06|1.08 0.76 0.37|   0  3277B| 635M  125G 24.4M  210M
29-08 02:50:11|1.07 0.77 0.37|6144B 4096B| 638M  125G 24.4M  210M
29-08 02:50:16|1.07 0.77 0.37|   0  1638B| 641M  125G 24.4M  210M
29-08 02:50:21|1.06 0.77 0.38|   0  3277B| 643M  125G 24.4M  210M
29-08 02:50:26|1.06 0.78 0.38|   0  3277B| 646M  125G 24.4M  210M
29-08 02:50:31|1.05 0.78 0.38|   0     0 | 648M  125G 24.4M  210M
29-08 02:50:36|1.05 0.78 0.39|   0  3277B| 651M  125G 24.4M  210M
29-08 02:50:41|1.04 0.79 0.39|   0  3277B| 653M  125G 24.4M  210M
29-08 02:50:46|1.04 0.79 0.39|   0   819B| 656M  125G 24.4M  210M
29-08 02:50:51|1.04 0.80 0.40|   0  5734B| 658M  125G 24.4M  210M
29-08 02:50:56|1.03 0.80 0.40|   0  3277B| 661M  125G 24.4M  210M
29-08 02:51:01|1.03 0.80 0.41|   0  3277B| 663M  125G 24.4M  210M
29-08 02:51:06|1.03 0.81 0.41|   0     0 | 666M  125G 24.4M  210M
29-08 02:51:11|1.02 0.81 0.41|   0  3277B| 669M  125G 24.5M  210M
29-08 02:51:16|1.02 0.81 0.42|   0  3277B| 671M  125G 24.5M  210M
29-08 02:51:21|1.02 0.82 0.42|   0  1638B| 674M  125G 24.5M  210M
29-08 02:51:26|1.02 0.82 0.42|   0  4096B| 676M  125G 24.5M  210M
29-08 02:51:31|1.02 0.82 0.43|   0  3277B| 679M  125G 24.5M  210M
29-08 02:51:36|1.02 0.83 0.43|   0     0 | 681M  125G 24.5M  210M
29-08 02:51:41|1.01 0.83 0.43|   0  3277B| 684M  125G 24.5M  210M
29-08 02:51:46|1.01 0.83 0.44|   0  3277B| 686M  125G 24.5M  210M
29-08 02:51:51|1.01 0.84 0.44|   0     0 | 689M  125G 24.5M  210M
29-08 02:51:56|1.01 0.84 0.44|   0  4915B| 691M  125G 24.5M  210M
29-08 02:52:01|1.01 0.84 0.45|   0  4915B| 694M  125G 24.5M  210M
29-08 02:52:06|1.01 0.84 0.45|   0     0 | 696M  125G 24.5M  210M
29-08 02:52:11|1.01 0.85 0.45|   0  3277B| 699M  125G 24.5M  210M
29-08 02:52:16|1.01 0.85 0.46|   0  3277B| 701M  125G 24.5M  210M
29-08 02:52:21|1.01 0.85 0.46|   0     0 | 703M  125G 24.5M  210M
29-08 02:52:26|1.00 0.86 0.46|   0  3277B| 706M  125G 24.5M  210M
29-08 02:52:31|1.00 0.86 0.47|   0  4915B| 709M  125G 24.5M  210M
29-08 02:52:36|1.00 0.86 0.47|   0  3277B| 711M  125G 24.5M  210M
29-08 02:52:41|1.00 0.86 0.47|   0     0 | 714M  125G 24.5M  210M
29-08 02:52:46|1.00 0.87 0.47|   0  7373B| 716M  125G 24.6M  210M
29-08 02:52:51|1.00 0.87 0.48|   0     0 | 719M  125G 24.6M  210M
29-08 02:52:56|1.00 0.87 0.48|   0  3277B| 721M  125G 24.6M  210M
29-08 02:53:01|1.00 0.87 0.48|   0  3277B| 724M  125G 24.6M  210M
29-08 02:53:06|1.00 0.87 0.49|   0  1638B| 727M  125G 24.6M  210M
29-08 02:53:11|1.00 0.88 0.49|   0  3277B| 729M  125G 24.6M  210M
29-08 02:53:16|1.00 0.88 0.49|   0  4096B| 731M  125G 24.6M  210M
29-08 02:53:21|1.00 0.88 0.49|   0     0 | 734M  125G 24.6M  210M
29-08 02:53:26|1.00 0.88 0.50|   0  3277B| 737M  125G 24.6M  210M
29-08 02:53:31|1.00 0.89 0.50|   0  3277B| 739M  125G 24.6M  210M
29-08 02:53:36|1.00 0.89 0.50|   0     0 | 742M  125G 24.6M  210M
29-08 02:53:41|1.00 0.89 0.51|   0  4096B| 744M  125G 24.6M  210M
29-08 02:53:46|1.00 0.89 0.51|   0  4096B| 747M  125G 24.6M  210M
29-08 02:53:51|1.00 0.89 0.51|   0  3277B| 749M  125G 24.6M  210M
29-08 02:53:56|1.00 0.90 0.52|   0     0 | 752M  125G 24.6M  210M
29-08 02:54:01|1.00 0.90 0.52|   0  3277B| 755M  125G 24.6M  210M
29-08 02:54:06|1.00 0.90 0.52|   0  3277B| 757M  125G 24.6M  210M
29-08 02:54:11|1.00 0.90 0.52|   0     0 | 759M  125G 24.6M  210M
29-08 02:54:16|1.00 0.90 0.53|   0  4915B| 762M  125G 24.7M  210M
29-08 02:54:21|1.00 0.91 0.53|   0  8192B| 765M  125G 24.7M  210M
29-08 02:54:26|1.00 0.91 0.53|   0  6554B| 767M  125G 24.7M  210M
29-08 02:54:31|1.00 0.91 0.54|   0     0 | 770M  125G 24.7M  210M
29-08 02:54:36|1.00 0.91 0.54|   0  3277B| 772M  125G 24.7M  210M
29-08 02:54:41|1.00 0.91 0.54|   0  3277B| 775M  125G 24.7M  210M
29-08 02:54:46|1.00 0.91 0.54|   0     0 | 777M  125G 24.7M  210M
29-08 02:54:51|1.00 0.92 0.55|   0  4915B| 780M  125G 24.7M  210M
29-08 02:54:56|1.00 0.92 0.55|   0  4915B| 782M  125G 24.7M  210M
29-08 02:55:01|1.00 0.92 0.55|   0     0 | 785M  125G 24.7M  210M
29-08 02:55:06|1.00 0.92 0.55|   0  3277B| 788M  125G 24.7M  210M
29-08 02:55:11|1.00 0.92 0.56|   0  3277B| 790M  125G 24.7M  210M
29-08 02:55:16|1.00 0.92 0.56|   0     0 | 793M  125G 24.7M  210M
29-08 02:55:21|1.00 0.93 0.56|   0  3277B| 795M  125G 24.7M  210M
29-08 02:55:26|1.00 0.93 0.56|   0  4915B| 797M  125G 24.7M  210M
29-08 02:55:31|1.00 0.93 0.57|   0  3277B| 800M  125G 24.7M  210M
29-08 02:55:36|1.00 0.93 0.57|   0     0 | 803M  125G 24.7M  210M
29-08 02:55:41|1.00 0.93 0.57|   0  3277B| 805M  125G 24.8M  210M
29-08 02:55:46|1.00 0.93 0.57|   0  3277B| 808M  125G 24.8M  210M
29-08 02:55:51|1.00 0.93 0.58|   0     0 | 810M  125G 24.8M  210M
29-08 02:55:56|1.00 0.94 0.58|   0  3277B| 813M  125G 24.8M  210M
29-08 02:56:01|1.00 0.94 0.58|   0  4915B| 815M  125G 24.8M  210M
29-08 02:56:06|1.00 0.94 0.58|   0     0 | 818M  125G 24.8M  210M
29-08 02:56:11|1.00 0.94 0.59|   0  4096B| 820M  125G 24.8M  210M
29-08 02:56:16|1.00 0.94 0.59|   0  3277B| 823M  125G 24.8M  210M
29-08 02:56:21|1.00 0.94 0.59|   0     0 | 825M  125G 24.8M  210M
29-08 02:56:26|1.00 0.94 0.59|   0  3277B| 828M  125G 24.8M  210M
29-08 02:56:31|1.00 0.94 0.60|   0  3277B| 831M  125G 24.8M  210M
29-08 02:56:36|1.00 0.95 0.60|   0  1638B| 833M  125G 24.8M  210M
29-08 02:56:41|1.00 0.95 0.60|   0  3277B| 836M  125G 24.8M  210M
29-08 02:56:46|1.00 0.95 0.60|   0  3277B| 838M  125G 24.8M  210M
29-08 02:56:51|1.00 0.95 0.61|   0   819B| 841M  125G 24.8M  210M
29-08 02:56:56|1.00 0.95 0.61|   0  3277B| 843M  125G 24.8M  210M
29-08 02:57:01|1.00 0.95 0.61|   0  3277B| 846M  125G 24.8M  210M
29-08 02:57:06|1.00 0.95 0.61|   0     0 | 849M  125G 24.8M  210M
29-08 02:57:11|1.00 0.95 0.62|   0  4096B| 851M  125G 24.8M  210M
29-08 02:57:16|1.00 0.95 0.62|   0  4096B| 853M  125G 24.9M  210M
29-08 02:57:21|1.00 0.95 0.62|   0  3277B| 856M  125G 24.9M  210M
29-08 02:57:26|1.00 0.95 0.62|   0   819B| 859M  125G 24.9M  210M
29-08 02:57:31|1.00 0.96 0.63|   0  3277B| 861M  125G 24.9M  210M
29-08 02:57:36|1.00 0.96 0.63|   0  3277B| 863M  125G 24.9M  210M
29-08 02:57:41|1.00 0.96 0.63|   0     0 | 866M  125G 24.9M  210M
29-08 02:57:46|1.00 0.96 0.63|   0  4096B| 869M  125G 24.9M  210M
29-08 02:57:51|1.00 0.96 0.64|   0  4096B| 871M  125G 24.9M  210M
29-08 02:57:56|1.00 0.96 0.64|   0  3277B| 874M  125G 24.9M  210M
29-08 02:58:01|1.00 0.96 0.64|   0   819B| 876M  125G 24.9M  210M
29-08 02:58:06|1.00 0.96 0.64|   0  3277B| 879M  125G 24.9M  210M
29-08 02:58:11|1.00 0.96 0.64|   0  3277B| 881M  125G 24.9M  210M
29-08 02:58:16|1.00 0.96 0.65|   0     0 | 884M  125G 24.9M  210M
29-08 02:58:21|1.00 0.97 0.65|   0  4915B| 886M  125G 24.9M  210M
29-08 02:58:26|1.00 0.97 0.65|   0  3277B| 889M  125G 24.9M  210M
29-08 02:58:31|1.00 0.97 0.65|   0     0 | 891M  125G 24.9M  210M
29-08 02:58:36|1.00 0.97 0.65|   0  4096B| 894M  125G 24.9M  210M
29-08 02:58:41|1.00 0.97 0.66|   0  3277B| 896M  125G 24.9M  210M
29-08 02:58:46|1.00 0.97 0.66|   0     0 | 899M  125G 24.9M  210M
29-08 02:58:51|1.00 0.97 0.66|   0  3277B| 902M  125G 25.0M  210M
29-08 02:58:56|1.00 0.97 0.66|   0  5734B| 904M  125G 25.0M  210M
29-08 02:59:01|1.00 0.97 0.66|   0  9011B| 906M  125G 25.0M  210M
29-08 02:59:06|1.00 0.97 0.66|   0  8192B| 909M  125G 25.0M  210M
29-08 02:59:11|1.00 0.97 0.67|   0  1638B| 912M  125G 25.0M  210M
29-08 02:59:16|1.00 0.97 0.67|   0  3277B| 914M  125G 25.0M  210M
29-08 02:59:21|1.00 0.97 0.67|   0  3277B| 917M  125G 25.0M  210M
29-08 02:59:26|1.00 0.97 0.67|   0     0 | 920M  125G 25.0M  210M
29-08 02:59:31|1.00 0.97 0.67|   0  3277B| 922M  125G 25.0M  210M
29-08 02:59:36|1.00 0.98 0.68|   0  3277B| 924M  125G 25.0M  210M
29-08 02:59:41|1.00 0.98 0.68|   0  4096B| 927M  125G 25.0M  210M
29-08 02:59:46|1.00 0.98 0.68|   0  2458B| 930M  125G 25.0M  210M
29-08 02:59:51|1.00 0.98 0.68|   0  4096B| 932M  125G 25.0M  210M
29-08 02:59:56|1.00 0.98 0.68|   0  3277B| 934M  125G 25.0M  210M
29-08 03:00:01|1.00 0.98 0.69|   0  3277B| 937M  125G 25.0M  210M
29-08 03:00:06|1.00 0.98 0.69|   0     0 | 940M  125G 25.0M  210M
29-08 03:00:11|1.00 0.98 0.69|   0  3277B| 942M  125G 25.0M  210M
29-08 03:00:16|1.00 0.98 0.69|   0  3277B| 944M  125G 25.1M  210M
29-08 03:00:21|1.00 0.98 0.69|   0  1638B| 947M  125G 25.1M  210M
29-08 03:00:26|1.00 0.98 0.70|   0  4096B| 950M  125G 25.1M  210M
29-08 03:00:31|1.00 0.98 0.70|   0  3277B| 952M  125G 25.1M  210M
29-08 03:00:36|1.00 0.98 0.70|   0  3277B| 955M  125G 25.1M  210M
29-08 03:00:41|1.00 0.98 0.70|   0     0 | 958M  125G 25.1M  210M
29-08 03:00:46|1.00 0.98 0.70|   0  3277B| 960M  125G 25.1M  210M
29-08 03:00:51|1.00 0.98 0.71|   0  3277B| 962M  125G 25.1M  210M
29-08 03:00:56|1.00 0.98 0.71|   0  1638B| 965M  125G 25.1M  210M
29-08 03:01:01|1.00 0.98 0.71|   0  3277B| 968M  125G 25.1M  210M
29-08 03:01:06|1.00 0.98 0.71|   0  3277B| 970M  125G 25.1M  210M
29-08 03:01:11|1.00 0.98 0.71|   0     0 | 973M  125G 25.1M  210M
29-08 03:01:16|1.00 0.99 0.72|   0  3277B| 975M  125G 25.1M  210M
29-08 03:01:21|1.00 0.99 0.72|   0  3277B| 978M  125G 25.1M  210M
29-08 03:01:26|1.00 0.99 0.72|   0     0 | 980M  125G 25.1M  210M
29-08 03:01:31|1.00 0.99 0.72|   0  5734B| 983M  125G 25.1M  210M
29-08 03:01:36|1.00 0.99 0.72|   0  4096B| 985M  125G 25.1M  210M
29-08 03:01:41|1.00 0.99 0.73|   0  3277B| 988M  125G 25.1M  210M
29-08 03:01:46|1.00 0.99 0.73|   0     0 | 990M  125G 25.1M  210M
29-08 03:01:51|1.00 0.99 0.73|   0  3277B| 993M  125G 25.2M  210M
29-08 03:01:56|1.00 0.99 0.73|   0  3277B| 995M  125G 25.2M  210M
29-08 03:02:01|1.00 0.99 0.73|   0     0 | 998M  125G 25.2M  210M
29-08 03:02:06|1.00 0.99 0.73|   0  5734B|1000M  125G 25.2M  210M
29-08 03:02:11|1.00 0.99 0.73|   0  4096B|1003M  125G 25.2M  210M
29-08 03:02:16|1.00 0.99 0.74|   0  3277B|1005M  125G 25.2M  210M
29-08 03:02:21|1.00 0.99 0.74|   0     0 |1008M  125G 25.2M  210M
29-08 03:02:26|1.00 0.99 0.74|   0  3277B|1011M  125G 25.2M  210M
29-08 03:02:31|1.00 0.99 0.74|   0  3277B|1013M  125G 25.2M  210M
29-08 03:02:36|1.00 0.99 0.74|   0     0 |1016M  125G 25.2M  210M
29-08 03:02:41|1.00 0.99 0.74|   0  5734B|1018M  125G 25.2M  210M
29-08 03:02:46|1.00 0.99 0.75|   0  3277B|1021M  125G 25.2M  210M
29-08 03:02:51|1.00 0.99 0.75|   0     0 |1023M  125G 25.2M  210M
29-08 03:02:56|1.00 1.00 0.75|   0  3277B|1026M  125G 25.2M  210M
29-08 03:03:01|1.00 1.00 0.75|   0  3277B|1028M  125G 25.2M  210M
29-08 03:03:06|1.00 1.00 0.75|   0     0 |1031M  125G 25.2M  210M
29-08 03:03:11|1.00 1.00 0.75|   0  3277B|1033M  125G 25.2M  210M
29-08 03:03:16|1.00 1.00 0.75|   0  4096B|1036M  125G 25.2M  210M
29-08 03:03:21|1.00 1.00 0.76|   0  1638B|1039M  125G 25.2M  210M
29-08 03:03:26|1.00 1.00 0.76|   0  3277B|1041M  125G 25.3M  210M
29-08 03:03:31|1.00 1.00 0.76|   0  3277B|1044M  124G 25.3M  210M
29-08 03:03:36|1.00 1.00 0.76|   0     0 |1046M  124G 25.3M  210M
29-08 03:03:41|1.00 1.00 0.76|   0  3277B|1049M  124G 25.3M  210M
29-08 03:03:46|1.00 1.00 0.76|   0  3277B|1051M  124G 25.3M  210M
29-08 03:03:51|1.00 1.00 0.76|   0   819B|1054M  124G 25.3M  210M
29-08 03:03:56|1.00 1.00 0.77|   0  5734B|1056M  124G 25.3M  210M
29-08 03:04:01|1.00 1.00 0.77|   0  3277B|1059M  124G 25.3M  210M
29-08 03:04:06|1.00 1.00 0.77|   0  3277B|1061M  124G 25.3M  210M
29-08 03:04:11|1.00 1.00 0.77|   0     0 |1064M  124G 25.3M  210M
29-08 03:04:16|1.00 1.00 0.77|   0  3277B|1067M  124G 25.3M  210M
29-08 03:04:21|1.00 1.00 0.77|   0  3277B|1069M  124G 25.3M  210M
29-08 03:04:26|1.00 1.00 0.77|   0  3277B|1072M  124G 25.3M  210M
29-08 03:04:31|1.00 1.00 0.78|   0    10k|1074M  124G 25.3M  210M
29-08 03:04:36|1.00 1.00 0.78|   0  3277B|1077M  124G 25.3M  210M
29-08 03:04:41|1.00 1.00 0.78|   0     0 |1079M  124G 25.3M  210M
29-08 03:04:46|1.00 1.00 0.78|   0  3277B|1082M  124G 25.3M  210M
29-08 03:04:51|1.00 1.00 0.78|   0  3277B|1084M  124G 25.4M  210M
29-08 03:04:56|1.00 1.00 0.78|   0     0 |1087M  124G 25.4M  210M
29-08 03:05:01|1.00 1.00 0.78|   0  4915B|1089M  124G 25.4M  210M
29-08 03:05:06|1.00 1.00 0.79|   0  4915B|1092M  124G 25.4M  210M
29-08 03:05:11|1.00 1.00 0.79|   0     0 |1095M  124G 25.4M  210M
29-08 03:05:16|1.00 1.00 0.79|   0  3277B|1097M  124G 25.4M  210M
29-08 03:05:21|1.00 1.00 0.79|   0  3277B|1099M  124G 25.4M  210M
29-08 03:05:26|1.00 1.00 0.79|   0     0 |1102M  124G 25.4M  210M
29-08 03:05:31|1.00 1.00 0.79|   0  3277B|1105M  124G 25.4M  210M
29-08 03:05:36|1.00 1.00 0.79|   0  4915B|1107M  124G 25.4M  210M
29-08 03:05:41|1.00 1.00 0.80|   0     0 |1109M  124G 25.4M  210M
29-08 03:05:46|1.00 1.00 0.80|   0  4096B|1112M  124G 25.4M  210M
29-08 03:05:51|1.00 1.00 0.80|   0  3277B|1115M  124G 25.4M  210M
29-08 03:05:56|1.00 1.00 0.80|   0     0 |1117M  124G 25.4M  210M
29-08 03:06:01|1.00 1.00 0.80|   0  3277B|1120M  124G 25.4M  210M
29-08 03:06:06|1.00 1.00 0.80|   0  3277B|1122M  124G 25.4M  210M
29-08 03:06:11|1.00 1.00 0.81|   0     0 |1125M  124G 25.4M  210M
29-08 03:06:16|1.00 1.00 0.81|   0  4915B|1127M  124G 25.4M  210M
29-08 03:06:21|1.00 1.00 0.81|   0  3277B|1130M  124G 25.4M  210M
29-08 03:06:26|1.00 1.00 0.81|   0  3277B|1132M  124G 25.5M  210M
29-08 03:06:31|1.00 1.00 0.81|   0     0 |1135M  124G 25.5M  210M
29-08 03:06:36|1.00 1.00 0.81|   0  3277B|1138M  124G 25.5M  210M
29-08 03:06:41|1.00 1.00 0.81|   0  3277B|1140M  124G 25.5M  210M
29-08 03:06:46|1.00 1.00 0.82|   0     0 |1142M  124G 25.5M  210M
29-08 03:06:51|1.00 1.00 0.82|   0  4915B|1145M  124G 25.5M  210M
29-08 03:06:56|1.00 1.00 0.82|   0  3277B|1148M  124G 25.5M  210M
29-08 03:07:01|1.00 1.00 0.82|   0  3277B|1150M  124G 25.5M  210M
29-08 03:07:06|1.00 1.00 0.82|   0     0 |1153M  124G 25.5M  210M
29-08 03:07:11|1.00 1.00 0.82|   0  3277B|1155M  124G 25.5M  210M
29-08 03:07:16|1.00 1.00 0.82|   0  3277B|1158M  124G 25.5M  210M
29-08 03:07:21|1.00 1.00 0.82|   0     0 |1160M  124G 25.5M  210M
29-08 03:07:26|1.00 1.00 0.82|   0  4915B|1163M  124G 25.5M  210M
29-08 03:07:31|1.00 1.00 0.83|   0  3277B|1166M  124G 25.5M  210M
29-08 03:07:36|1.00 1.00 0.83|   0  3277B|1168M  124G 25.5M  210M
29-08 03:07:41|1.00 1.00 0.83|   0     0 |1171M  124G 25.5M  210M
29-08 03:07:46|1.00 1.00 0.83|   0  3277B|1173M  124G 25.5M  210M
29-08 03:07:51|1.00 1.00 0.83|   0  3277B|1176M  124G 25.5M  210M
29-08 03:07:56|1.00 1.00 0.83|   0   819B|1178M  124G 25.5M  210M
29-08 03:08:01|1.00 1.00 0.83|   0  4096B|1181M  124G 25.6M  210M
29-08 03:08:06|1.00 1.00 0.83|   0  4915B|1183M  124G 25.6M  210M
29-08 03:08:11|1.00 1.00 0.83|   0     0 |1186M  124G 25.6M  210M
29-08 03:08:16|1.00 1.00 0.83|   0  3277B|1188M  124G 25.6M  210M
29-08 03:08:21|1.00 1.00 0.83|   0  3277B|1191M  124G 25.6M  210M
29-08 03:08:26|1.00 1.00 0.84|   0     0 |1194M  124G 25.6M  210M
29-08 03:08:31|1.00 1.00 0.84|   0  4096B|1196M  124G 25.6M  210M
29-08 03:08:36|1.00 1.00 0.84|   0  4096B|1199M  124G 25.6M  210M
29-08 03:08:41|1.00 1.00 0.84|   0  3277B|1201M  124G 25.6M  210M
29-08 03:08:46|1.00 1.00 0.84|   0     0 |1204M  124G 25.6M  210M
29-08 03:08:51|1.00 1.00 0.84|   0  3277B|1206M  124G 25.6M  210M
29-08 03:08:56|1.00 1.00 0.84|   0  3277B|1209M  124G 25.6M  210M
29-08 03:09:01|1.00 1.00 0.84|   0     0 |1211M  124G 25.6M  210M
29-08 03:09:06|1.00 1.00 0.84|   0  4096B|1214M  124G 25.6M  210M
29-08 03:09:11|1.00 1.00 0.84|   0  4096B|1216M  124G 25.6M  210M
29-08 03:09:16|1.00 1.00 0.85|   0     0 |1219M  124G 25.6M  210M
29-08 03:09:21|1.00 1.00 0.85|   0  4096B|1221M  124G 25.6M  210M
29-08 03:09:26|1.00 1.00 0.85|   0  3277B|1224M  124G 25.6M  210M
29-08 03:09:31|1.00 1.00 0.85|   0     0 |1226M  124G 25.6M  210M
29-08 03:09:36|1.00 1.00 0.85|   0  3277B|1229M  124G 25.7M  210M
29-08 03:09:41|1.00 1.00 0.85|   0  4915B|1231M  124G 25.7M  210M
29-08 03:09:46|1.00 1.00 0.85|   0     0 |1234M  124G 25.7M  210M
29-08 03:09:51|1.00 1.00 0.85|   0  7373B|1236M  124G 25.7M  210M
